Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2011-01-28,38.2623,38.3586,37.7825,37.8591,22767.035543025
2011-01-31,37.5912,37.9756,35.8097,37.9756,61224.977042159
2011-02-01,37.974,38.3586,37.5715,38.3586,22497.860513889
2011-02-02,38.3586,38.3586,37.284,37.5537,4827.5189723375
2011-02-03,37.2458,37.974,36.976,37.0926,11098.474345461
2011-02-04,37.5903,37.8208,36.4792,36.976,33965.422017206
2011-02-07,37.284,37.5903,36.976,37.0143,50060.678235423
2011-02-08,37.2075,37.7451,36.8238,37.5537,27627.466746
2011-02-09,37.5903,37.5903,36.6323,37.0143,92807.78864862
2011-02-10,37.4754,37.4754,35.865,36.6323,74804.798490275
2011-02-11,36.0556,36.4401,36.0556,36.3813,5539.8336782632
2011-02-14,36.4401,36.4792,36.1525,36.2495,26539.012261368
2011-02-15,35.808,36.6323,35.808,36.2495,51263.150090475
2011-02-16,36.6519,36.6519,36.133,36.5167,4240.9760049169
2011-02-17,36.9386,37.1691,36.6323,36.8238,12627.717633266
2011-02-18,36.8238,36.8238,36.133,36.5354,13422.312915783
2011-02-21,36.7472,36.7472,36.5167,36.5745,25082.646055688
2011-02-22,36.805,37.1691,36.5167,36.6128,99831.023579158
2011-02-23,36.7854,36.7854,36.2299,36.2861,33067.388295544
2011-02-24,36.3635,36.3635,35.8267,36.0556,157248.76079872
2011-02-25,36.0556,37.2075,35.9602,36.8238,350168.50242372
2011-02-28,36.7497,37.5912,36.4409,36.959,256629.59208024
2011-03-01,37.8965,37.8965,37.2458,37.3614,20411.460178876
2011-03-02,37.2075,37.6669,37.0722,37.4941,19314.777636584
2011-03-03,37.5128,37.7647,37.2075,37.3989,23091.456102159
2011-03-04,37.3989,37.5903,36.976,37.2075,11427.596651829
2011-03-07,36.9386,37.5537,36.9386,37.3989,31923.688280914
2011-03-08,37.5537,37.5537,37.1121,37.2075,11869.560891811
2011-03-09,37.3989,37.5537,36.5558,37.0534,18315.656349394
2011-03-10,36.8238,37.4754,36.5558,37.4754,53749.198940365
2011-03-11,36.9012,37.2075,36.8238,37.0534,9418.775146175
2011-03-14,36.8434,36.9012,36.4401,36.805,7365.2870417986
2011-03-15,36.6323,37.1496,36.3448,36.8238,80953.50843532
2011-03-16,36.8238,36.976,36.4401,36.8238,115941.56047589
2011-03-17,37.0143,37.0143,34.6374,36.0564,79227.967200503
